px,item,order,lifetime,tense,congruence,tt,gaze,rpd,region,region_num,rating,condition,rt_value,bio,critical,rating_px
22,25,177,dead,Simple Future,Incongruent,156,156,156,verb-1,1,6,deadSF,5022,Florence Griffith Joyner was an American athlete. She died in California.,"She *will receive* well-deserved* Olympic Gold medals *in the future*, so it's said.",1.71739130434783
22,25,177,dead,Simple Future,Incongruent,1163,254,254,verb,2,6,deadSF,5022,Florence Griffith Joyner was an American athlete. She died in California.,"She *will receive* well-deserved* Olympic Gold medals *in the future*, so it's said.",1.71739130434783
22,25,177,dead,Simple Future,Incongruent,172,172,172,verb+1,3,6,deadSF,5022,Florence Griffith Joyner was an American athlete. She died in California.,"She *will receive* well-deserved* Olympic Gold medals *in the future*, so it's said.",1.71739130434783
22,25,177,dead,Simple Future,Incongruent,957,332,332,verb+2,4,6,deadSF,5022,Florence Griffith Joyner was an American athlete. She died in California.,"She *will receive* well-deserved* Olympic Gold medals *in the future*, so it's said.",1.71739130434783
22,25,177,dead,Simple Future,Incongruent,736,196,196,verb+3,5,6,deadSF,5022,Florence Griffith Joyner was an American athlete. She died in California.,"She *will receive* well-deserved* Olympic Gold medals *in the future*, so it's said.",1.71739130434783
22,25,177,dead,Simple Future,Incongruent,692,219,2766,verb+4,6,6,deadSF,5022,Florence Griffith Joyner was an American athlete. She died in California.,"She *will receive* well-deserved* Olympic Gold medals *in the future*, so it's said.",1.71739130434783
22,25,177,dead,Simple Future,Incongruent,NA,NA,NA,end,7,6,deadSF,5022,Florence Griffith Joyner was an American athlete. She died in California.,"She *will receive* well-deserved* Olympic Gold medals *in the future*, so it's said.",1.71739130434783
22,29,179,dead,Simple Future,Incongruent,NA,NA,NA,verb-1,1,1,deadSF,1602,Marlon Brando was an American actor. He died in Los Angeles.,"He *will receive* prestigious* acting awards *in the future*, so it's said.",1.71739130434783
22,29,179,dead,Simple Future,Incongruent,541,315,315,verb,2,1,deadSF,1602,Marlon Brando was an American actor. He died in Los Angeles.,"He *will receive* prestigious* acting awards *in the future*, so it's said.",1.71739130434783
22,29,179,dead,Simple Future,Incongruent,199,199,199,verb+1,3,1,deadSF,1602,Marlon Brando was an American actor. He died in Los Angeles.,"He *will receive* prestigious* acting awards *in the future*, so it's said.",1.71739130434783
22,29,179,dead,Simple Future,Incongruent,191,191,417,verb+2,4,1,deadSF,1602,Marlon Brando was an American actor. He died in Los Angeles.,"He *will receive* prestigious* acting awards *in the future*, so it's said.",1.71739130434783
22,29,179,dead,Simple Future,Incongruent,187,187,187,verb+3,5,1,deadSF,1602,Marlon Brando was an American actor. He died in Los Angeles.,"He *will receive* prestigious* acting awards *in the future*, so it's said.",1.71739130434783
22,29,179,dead,Simple Future,Incongruent,170,170,170,verb+4,6,1,deadSF,1602,Marlon Brando was an American actor. He died in Los Angeles.,"He *will receive* prestigious* acting awards *in the future*, so it's said.",1.71739130434783
22,29,179,dead,Simple Future,Incongruent,NA,NA,NA,end,7,1,deadSF,1602,Marlon Brando was an American actor. He died in Los Angeles.,"He *will receive* prestigious* acting awards *in the future*, so it's said.",1.71739130434783
22,77,182,dead,Simple Future,Incongruent,207,207,207,verb-1,1,1,deadSF,1496,Indira Gandhi was an Indian politician. She died in New Delhi.,"She *will work* with important* elected officials *in the future*, apparently.",1.71739130434783
22,77,182,dead,Simple Future,Incongruent,148,148,148,verb,2,1,deadSF,1496,Indira Gandhi was an Indian politician. She died in New Delhi.,"She *will work* with important* elected officials *in the future*, apparently.",1.71739130434783
22,77,182,dead,Simple Future,Incongruent,169,169,169,verb+1,3,1,deadSF,1496,Indira Gandhi was an Indian politician. She died in New Delhi.,"She *will work* with important* elected officials *in the future*, apparently.",1.71739130434783
22,77,182,dead,Simple Future,Incongruent,312,312,312,verb+2,4,1,deadSF,1496,Indira Gandhi was an Indian politician. She died in New Delhi.,"She *will work* with important* elected officials *in the future*, apparently.",1.71739130434783
22,77,182,dead,Simple Future,Incongruent,176,176,176,verb+3,5,1,deadSF,1496,Indira Gandhi was an Indian politician. She died in New Delhi.,"She *will work* with important* elected officials *in the future*, apparently.",1.71739130434783
22,77,182,dead,Simple Future,Incongruent,225,225,225,verb+4,6,1,deadSF,1496,Indira Gandhi was an Indian politician. She died in New Delhi.,"She *will work* with important* elected officials *in the future*, apparently.",1.71739130434783
22,77,182,dead,Simple Future,Incongruent,NA,NA,NA,end,7,1,deadSF,1496,Indira Gandhi was an Indian politician. She died in New Delhi.,"She *will work* with important* elected officials *in the future*, apparently.",1.71739130434783
22,20,185,living,Present Perfect,Congruent,199,199,199,verb-1,1,7,livingPP,1413,Noel Gallagher is a British singer. He lives in London.,"He *has played* in notable* rock bands *in the past*, supposedly.",1.71739130434783
22,20,185,living,Present Perfect,Congruent,327,180,180,verb,2,7,livingPP,1413,Noel Gallagher is a British singer. He lives in London.,"He *has played* in notable* rock bands *in the past*, supposedly.",1.71739130434783
22,20,185,living,Present Perfect,Congruent,190,190,190,verb+1,3,7,livingPP,1413,Noel Gallagher is a British singer. He lives in London.,"He *has played* in notable* rock bands *in the past*, supposedly.",1.71739130434783
22,20,185,living,Present Perfect,Congruent,249,249,249,verb+2,4,7,livingPP,1413,Noel Gallagher is a British singer. He lives in London.,"He *has played* in notable* rock bands *in the past*, supposedly.",1.71739130434783
22,20,185,living,Present Perfect,Congruent,205,205,205,verb+3,5,7,livingPP,1413,Noel Gallagher is a British singer. He lives in London.,"He *has played* in notable* rock bands *in the past*, supposedly.",1.71739130434783
22,20,185,living,Present Perfect,Congruent,104,104,251,verb+4,6,7,livingPP,1413,Noel Gallagher is a British singer. He lives in London.,"He *has played* in notable* rock bands *in the past*, supposedly.",1.71739130434783
22,20,185,living,Present Perfect,Congruent,NA,NA,NA,end,7,7,livingPP,1413,Noel Gallagher is a British singer. He lives in London.,"He *has played* in notable* rock bands *in the past*, supposedly.",1.71739130434783
22,27,187,dead,Present Perfect,Incongruent,NA,NA,NA,verb-1,1,7,deadPP,5623,Mahatma Gandhi was an Indian activist. He died in New Delhi.,"He *has received* important* humanitarian awards *in the past*, so it's said.",1.71739130434783
22,27,187,dead,Present Perfect,Incongruent,2450,554,554,verb,2,7,deadPP,5623,Mahatma Gandhi was an Indian activist. He died in New Delhi.,"He *has received* important* humanitarian awards *in the past*, so it's said.",1.71739130434783
22,27,187,dead,Present Perfect,Incongruent,337,152,152,verb+1,3,7,deadPP,5623,Mahatma Gandhi was an Indian activist. He died in New Delhi.,"He *has received* important* humanitarian awards *in the past*, so it's said.",1.71739130434783
22,27,187,dead,Present Perfect,Incongruent,1054,123,725,verb+2,4,7,deadPP,5623,Mahatma Gandhi was an Indian activist. He died in New Delhi.,"He *has received* important* humanitarian awards *in the past*, so it's said.",1.71739130434783
22,27,187,dead,Present Perfect,Incongruent,995,312,3405,verb+3,5,7,deadPP,5623,Mahatma Gandhi was an Indian activist. He died in New Delhi.,"He *has received* important* humanitarian awards *in the past*, so it's said.",1.71739130434783
22,27,187,dead,Present Perfect,Incongruent,NA,NA,NA,verb+4,6,7,deadPP,5623,Mahatma Gandhi was an Indian activist. He died in New Delhi.,"He *has received* important* humanitarian awards *in the past*, so it's said.",1.71739130434783
22,27,187,dead,Present Perfect,Incongruent,NA,NA,NA,end,7,7,deadPP,5623,Mahatma Gandhi was an Indian activist. He died in New Delhi.,"He *has received* important* humanitarian awards *in the past*, so it's said.",1.71739130434783
22,5,190,dead,Simple Future,Incongruent,307,307,307,verb-1,1,1,deadSF,2180,Marilyn Monroe was an American actor. She died in Los Angeles.,"She *will appear* in popular* classic films *in the future*, supposedly.",1.71739130434783
22,5,190,dead,Simple Future,Incongruent,405,100,100,verb,2,1,deadSF,2180,Marilyn Monroe was an American actor. She died in Los Angeles.,"She *will appear* in popular* classic films *in the future*, supposedly.",1.71739130434783
22,5,190,dead,Simple Future,Incongruent,337,337,337,verb+1,3,1,deadSF,2180,Marilyn Monroe was an American actor. She died in Los Angeles.,"She *will appear* in popular* classic films *in the future*, supposedly.",1.71739130434783
22,5,190,dead,Simple Future,Incongruent,508,233,691,verb+2,4,1,deadSF,2180,Marilyn Monroe was an American actor. She died in Los Angeles.,"She *will appear* in popular* classic films *in the future*, supposedly.",1.71739130434783
22,5,190,dead,Simple Future,Incongruent,263,263,385,verb+3,5,1,deadSF,2180,Marilyn Monroe was an American actor. She died in Los Angeles.,"She *will appear* in popular* classic films *in the future*, supposedly.",1.71739130434783
22,5,190,dead,Simple Future,Incongruent,NA,NA,NA,verb+4,6,1,deadSF,2180,Marilyn Monroe was an American actor. She died in Los Angeles.,"She *will appear* in popular* classic films *in the future*, supposedly.",1.71739130434783
22,5,190,dead,Simple Future,Incongruent,NA,NA,NA,end,7,1,deadSF,2180,Marilyn Monroe was an American actor. She died in Los Angeles.,"She *will appear* in popular* classic films *in the future*, supposedly.",1.71739130434783
22,78,192,living,Simple Future,Congruent,194,194,194,verb-1,1,7,livingSF,2118,Keira Knightley is a British actor. She lives in London.,"She *will work* with important* famous actors *in the future*, apparently.",1.71739130434783
22,78,192,living,Simple Future,Congruent,396,161,161,verb,2,7,livingSF,2118,Keira Knightley is a British actor. She lives in London.,"She *will work* with important* famous actors *in the future*, apparently.",1.71739130434783
22,78,192,living,Simple Future,Congruent,138,138,138,verb+1,3,7,livingSF,2118,Keira Knightley is a British actor. She lives in London.,"She *will work* with important* famous actors *in the future*, apparently.",1.71739130434783
22,78,192,living,Simple Future,Congruent,350,350,350,verb+2,4,7,livingSF,2118,Keira Knightley is a British actor. She lives in London.,"She *will work* with important* famous actors *in the future*, apparently.",1.71739130434783
22,78,192,living,Simple Future,Congruent,119,119,119,verb+3,5,7,livingSF,2118,Keira Knightley is a British actor. She lives in London.,"She *will work* with important* famous actors *in the future*, apparently.",1.71739130434783
22,78,192,living,Simple Future,Congruent,266,266,695,verb+4,6,7,livingSF,2118,Keira Knightley is a British actor. She lives in London.,"She *will work* with important* famous actors *in the future*, apparently.",1.71739130434783
22,78,192,living,Simple Future,Congruent,NA,NA,NA,end,7,7,livingSF,2118,Keira Knightley is a British actor. She lives in London.,"She *will work* with important* famous actors *in the future*, apparently.",1.71739130434783
22,6,195,living,Simple Future,Congruent,NA,NA,NA,verb-1,1,7,livingSF,1177,Queen Elizabeth II is a British royal. She lives in London.,"She *will appear* in prominent* public events *in the future*, supposedly.",1.71739130434783
22,6,195,living,Simple Future,Congruent,178,178,178,verb,2,7,livingSF,1177,Queen Elizabeth II is a British royal. She lives in London.,"She *will appear* in prominent* public events *in the future*, supposedly.",1.71739130434783
22,6,195,living,Simple Future,Congruent,191,191,191,verb+1,3,7,livingSF,1177,Queen Elizabeth II is a British royal. She lives in London.,"She *will appear* in prominent* public events *in the future*, supposedly.",1.71739130434783
22,6,195,living,Simple Future,Congruent,201,201,201,verb+2,4,7,livingSF,1177,Queen Elizabeth II is a British royal. She lives in London.,"She *will appear* in prominent* public events *in the future*, supposedly.",1.71739130434783
22,6,195,living,Simple Future,Congruent,276,276,276,verb+3,5,7,livingSF,1177,Queen Elizabeth II is a British royal. She lives in London.,"She *will appear* in prominent* public events *in the future*, supposedly.",1.71739130434783
22,6,195,living,Simple Future,Congruent,273,273,273,verb+4,6,7,livingSF,1177,Queen Elizabeth II is a British royal. She lives in London.,"She *will appear* in prominent* public events *in the future*, supposedly.",1.71739130434783
22,6,195,living,Simple Future,Congruent,NA,NA,NA,end,7,7,livingSF,1177,Queen Elizabeth II is a British royal. She lives in London.,"She *will appear* in prominent* public events *in the future*, supposedly.",1.71739130434783
22,55,198,dead,Present Perfect,Incongruent,NA,NA,NA,verb-1,1,7,deadPP,3678,Molly Sugden was a British actor. She died in Guildford.,"She *has starred* in numerous* comedies *in the past*, no doubt.",1.71739130434783
22,55,198,dead,Present Perfect,Incongruent,1003,316,316,verb,2,7,deadPP,3678,Molly Sugden was a British actor. She died in Guildford.,"She *has starred* in numerous* comedies *in the past*, no doubt.",1.71739130434783
22,55,198,dead,Present Perfect,Incongruent,366,239,239,verb+1,3,7,deadPP,3678,Molly Sugden was a British actor. She died in Guildford.,"She *has starred* in numerous* comedies *in the past*, no doubt.",1.71739130434783
22,55,198,dead,Present Perfect,Incongruent,746,175,175,verb+2,4,7,deadPP,3678,Molly Sugden was a British actor. She died in Guildford.,"She *has starred* in numerous* comedies *in the past*, no doubt.",1.71739130434783
22,55,198,dead,Present Perfect,Incongruent,690,190,1383,verb+3,5,7,deadPP,3678,Molly Sugden was a British actor. She died in Guildford.,"She *has starred* in numerous* comedies *in the past*, no doubt.",1.71739130434783
22,55,198,dead,Present Perfect,Incongruent,199,199,891,verb+4,6,7,deadPP,3678,Molly Sugden was a British actor. She died in Guildford.,"She *has starred* in numerous* comedies *in the past*, no doubt.",1.71739130434783
22,55,198,dead,Present Perfect,Incongruent,NA,NA,NA,end,7,7,deadPP,3678,Molly Sugden was a British actor. She died in Guildford.,"She *has starred* in numerous* comedies *in the past*, no doubt.",1.71739130434783
22,17,200,dead,Simple Future,Incongruent,NA,NA,NA,verb-1,1,1,deadSF,1067,Ella Fitzgerald was an American singer. She died in Beverly Hills.,"She *will play* in notable* stadiums *in the future*, supposedly.",1.71739130434783
22,17,200,dead,Simple Future,Incongruent,340,340,340,verb,2,1,deadSF,1067,Ella Fitzgerald was an American singer. She died in Beverly Hills.,"She *will play* in notable* stadiums *in the future*, supposedly.",1.71739130434783
22,17,200,dead,Simple Future,Incongruent,310,310,310,verb+1,3,1,deadSF,1067,Ella Fitzgerald was an American singer. She died in Beverly Hills.,"She *will play* in notable* stadiums *in the future*, supposedly.",1.71739130434783
22,17,200,dead,Simple Future,Incongruent,162,162,162,verb+2,4,1,deadSF,1067,Ella Fitzgerald was an American singer. She died in Beverly Hills.,"She *will play* in notable* stadiums *in the future*, supposedly.",1.71739130434783
22,17,200,dead,Simple Future,Incongruent,143,143,143,verb+3,5,1,deadSF,1067,Ella Fitzgerald was an American singer. She died in Beverly Hills.,"She *will play* in notable* stadiums *in the future*, supposedly.",1.71739130434783
22,17,200,dead,Simple Future,Incongruent,306,306,306,verb+4,6,1,deadSF,1067,Ella Fitzgerald was an American singer. She died in Beverly Hills.,"She *will play* in notable* stadiums *in the future*, supposedly.",1.71739130434783
22,17,200,dead,Simple Future,Incongruent,NA,NA,NA,end,7,1,deadSF,1067,Ella Fitzgerald was an American singer. She died in Beverly Hills.,"She *will play* in notable* stadiums *in the future*, supposedly.",1.71739130434783
22,39,203,dead,Present Perfect,Incongruent,NA,NA,NA,verb-1,1,6,deadPP,2745,Agatha Christie was a British author. She died in Oxfordshire.,"She *has released* critically acclaimed* novels *in the past*, so it's said.",1.71739130434783
22,39,203,dead,Present Perfect,Incongruent,1424,501,501,verb,2,6,deadPP,2745,Agatha Christie was a British author. She died in Oxfordshire.,"She *has released* critically acclaimed* novels *in the past*, so it's said.",1.71739130434783
22,39,203,dead,Present Perfect,Incongruent,295,295,295,verb+1,3,6,deadPP,2745,Agatha Christie was a British author. She died in Oxfordshire.,"She *has released* critically acclaimed* novels *in the past*, so it's said.",1.71739130434783
22,39,203,dead,Present Perfect,Incongruent,144,144,144,verb+2,4,6,deadPP,2745,Agatha Christie was a British author. She died in Oxfordshire.,"She *has released* critically acclaimed* novels *in the past*, so it's said.",1.71739130434783
22,39,203,dead,Present Perfect,Incongruent,215,215,215,verb+3,5,6,deadPP,2745,Agatha Christie was a British author. She died in Oxfordshire.,"She *has released* critically acclaimed* novels *in the past*, so it's said.",1.71739130434783
22,39,203,dead,Present Perfect,Incongruent,316,316,1239,verb+4,6,6,deadPP,2745,Agatha Christie was a British author. She died in Oxfordshire.,"She *has released* critically acclaimed* novels *in the past*, so it's said.",1.71739130434783
22,39,203,dead,Present Perfect,Incongruent,NA,NA,NA,end,7,6,deadPP,2745,Agatha Christie was a British author. She died in Oxfordshire.,"She *has released* critically acclaimed* novels *in the past*, so it's said.",1.71739130434783
22,41,205,dead,Simple Future,Incongruent,NA,NA,NA,verb-1,1,1,deadSF,2437,Steve Jobs was an American thinker. He died in California.,"He *will sell* critically acclaimed* computers *in the future*, no doubt.",1.71739130434783
22,41,205,dead,Simple Future,Incongruent,517,387,387,verb,2,1,deadSF,2437,Steve Jobs was an American thinker. He died in California.,"He *will sell* critically acclaimed* computers *in the future*, no doubt.",1.71739130434783
22,41,205,dead,Simple Future,Incongruent,459,178,308,verb+1,3,1,deadSF,2437,Steve Jobs was an American thinker. He died in California.,"He *will sell* critically acclaimed* computers *in the future*, no doubt.",1.71739130434783
22,41,205,dead,Simple Future,Incongruent,294,197,197,verb+2,4,1,deadSF,2437,Steve Jobs was an American thinker. He died in California.,"He *will sell* critically acclaimed* computers *in the future*, no doubt.",1.71739130434783
22,41,205,dead,Simple Future,Incongruent,313,177,691,verb+3,5,1,deadSF,2437,Steve Jobs was an American thinker. He died in California.,"He *will sell* critically acclaimed* computers *in the future*, no doubt.",1.71739130434783
22,41,205,dead,Simple Future,Incongruent,304,304,304,verb+4,6,1,deadSF,2437,Steve Jobs was an American thinker. He died in California.,"He *will sell* critically acclaimed* computers *in the future*, no doubt.",1.71739130434783
22,41,205,dead,Simple Future,Incongruent,NA,NA,NA,end,7,1,deadSF,2437,Steve Jobs was an American thinker. He died in California.,"He *will sell* critically acclaimed* computers *in the future*, no doubt.",1.71739130434783
22,8,208,living,Present Perfect,Congruent,NA,NA,NA,verb-1,1,7,livingPP,1411,Jackie Chan is a Chinese actor. He lives in Hong Kong.,"He *has appeared* in numerous* kung-fu movies *in the past*, supposedly.",1.71739130434783
22,8,208,living,Present Perfect,Congruent,341,341,341,verb,2,7,livingPP,1411,Jackie Chan is a Chinese actor. He lives in Hong Kong.,"He *has appeared* in numerous* kung-fu movies *in the past*, supposedly.",1.71739130434783
22,8,208,living,Present Perfect,Congruent,169,169,169,verb+1,3,7,livingPP,1411,Jackie Chan is a Chinese actor. He lives in Hong Kong.,"He *has appeared* in numerous* kung-fu movies *in the past*, supposedly.",1.71739130434783
22,8,208,living,Present Perfect,Congruent,322,322,322,verb+2,4,7,livingPP,1411,Jackie Chan is a Chinese actor. He lives in Hong Kong.,"He *has appeared* in numerous* kung-fu movies *in the past*, supposedly.",1.71739130434783
22,8,208,living,Present Perfect,Congruent,170,170,170,verb+3,5,7,livingPP,1411,Jackie Chan is a Chinese actor. He lives in Hong Kong.,"He *has appeared* in numerous* kung-fu movies *in the past*, supposedly.",1.71739130434783
22,8,208,living,Present Perfect,Congruent,261,261,261,verb+4,6,7,livingPP,1411,Jackie Chan is a Chinese actor. He lives in Hong Kong.,"He *has appeared* in numerous* kung-fu movies *in the past*, supposedly.",1.71739130434783
22,8,208,living,Present Perfect,Congruent,NA,NA,NA,end,7,7,livingPP,1411,Jackie Chan is a Chinese actor. He lives in Hong Kong.,"He *has appeared* in numerous* kung-fu movies *in the past*, supposedly.",1.71739130434783
23,68,3,living,Present Perfect,Congruent,145,145,145,verb-1,1,7,livingPP,2169,Paul McCartney is a British singer. He lives in New York.,"He *has written* well-known* folk songs *in the past*, apparently.",2.9375
23,68,3,living,Present Perfect,Congruent,158,158,158,verb,2,7,livingPP,2169,Paul McCartney is a British singer. He lives in New York.,"He *has written* well-known* folk songs *in the past*, apparently.",2.9375
23,68,3,living,Present Perfect,Congruent,386,191,191,verb+1,3,7,livingPP,2169,Paul McCartney is a British singer. He lives in New York.,"He *has written* well-known* folk songs *in the past*, apparently.",2.9375
23,68,3,living,Present Perfect,Congruent,425,223,620,verb+2,4,7,livingPP,2169,Paul McCartney is a British singer. He lives in New York.,"He *has written* well-known* folk songs *in the past*, apparently.",2.9375
23,68,3,living,Present Perfect,Congruent,410,271,271,verb+3,5,7,livingPP,2169,Paul McCartney is a British singer. He lives in New York.,"He *has written* well-known* folk songs *in the past*, apparently.",2.9375
23,68,3,living,Present Perfect,Congruent,202,202,341,verb+4,6,7,livingPP,2169,Paul McCartney is a British singer. He lives in New York.,"He *has written* well-known* folk songs *in the past*, apparently.",2.9375
23,68,3,living,Present Perfect,Congruent,NA,NA,NA,end,7,7,livingPP,2169,Paul McCartney is a British singer. He lives in New York.,"He *has written* well-known* folk songs *in the past*, apparently.",2.9375
23,77,5,dead,Simple Future,Incongruent,NA,NA,NA,verb-1,1,1,deadSF,2868,Indira Gandhi was an Indian politician. She died in New Delhi.,"She *will work* with important* elected officials *in the future*, apparently.",2.9375
23,77,5,dead,Simple Future,Incongruent,692,131,131,verb,2,1,deadSF,2868,Indira Gandhi was an Indian politician. She died in New Delhi.,"She *will work* with important* elected officials *in the future*, apparently.",2.9375
23,77,5,dead,Simple Future,Incongruent,456,242,1017,verb+1,3,1,deadSF,2868,Indira Gandhi was an Indian politician. She died in New Delhi.,"She *will work* with important* elected officials *in the future*, apparently.",2.9375
23,77,5,dead,Simple Future,Incongruent,172,172,172,verb+2,4,1,deadSF,2868,Indira Gandhi was an Indian politician. She died in New Delhi.,"She *will work* with important* elected officials *in the future*, apparently.",2.9375
23,77,5,dead,Simple Future,Incongruent,446,446,446,verb+3,5,1,deadSF,2868,Indira Gandhi was an Indian politician. She died in New Delhi.,"She *will work* with important* elected officials *in the future*, apparently.",2.9375
23,77,5,dead,Simple Future,Incongruent,371,371,371,verb+4,6,1,deadSF,2868,Indira Gandhi was an Indian politician. She died in New Delhi.,"She *will work* with important* elected officials *in the future*, apparently.",2.9375
23,77,5,dead,Simple Future,Incongruent,NA,NA,NA,end,7,1,deadSF,2868,Indira Gandhi was an Indian politician. She died in New Delhi.,"She *will work* with important* elected officials *in the future*, apparently.",2.9375
23,47,8,dead,Present Perfect,Incongruent,NA,NA,NA,verb-1,1,7,deadPP,2533,Aretha Franklin was an American singer. She died in Detroit.,"She *has sold* popular* solo albums *in the past*, no doubt.",2.9375
23,47,8,dead,Present Perfect,Incongruent,327,327,327,verb,2,7,deadPP,2533,Aretha Franklin was an American singer. She died in Detroit.,"She *has sold* popular* solo albums *in the past*, no doubt.",2.9375
23,47,8,dead,Present Perfect,Incongruent,194,194,194,verb+1,3,7,deadPP,2533,Aretha Franklin was an American singer. She died in Detroit.,"She *has sold* popular* solo albums *in the past*, no doubt.",2.9375
23,47,8,dead,Present Perfect,Incongruent,683,338,338,verb+2,4,7,deadPP,2533,Aretha Franklin was an American singer. She died in Detroit.,"She *has sold* popular* solo albums *in the past*, no doubt.",2.9375
23,47,8,dead,Present Perfect,Incongruent,121,121,987,verb+3,5,7,deadPP,2533,Aretha Franklin was an American singer. She died in Detroit.,"She *has sold* popular* solo albums *in the past*, no doubt.",2.9375
23,47,8,dead,Present Perfect,Incongruent,899,169,1886,verb+4,6,7,deadPP,2533,Aretha Franklin was an American singer. She died in Detroit.,"She *has sold* popular* solo albums *in the past*, no doubt.",2.9375
23,47,8,dead,Present Perfect,Incongruent,NA,NA,NA,end,7,7,deadPP,2533,Aretha Franklin was an American singer. She died in Detroit.,"She *has sold* popular* solo albums *in the past*, no doubt.",2.9375
23,11,10,dead,Present Perfect,Incongruent,NA,NA,NA,verb-1,1,7,deadPP,1804,Michael Jackson was an American singer. He died in Los Angeles.,"He *has performed* in numerous* packed stadiums *in the past*, supposedly.",2.9375
23,11,10,dead,Present Perfect,Incongruent,384,202,202,verb,2,7,deadPP,1804,Michael Jackson was an American singer. He died in Los Angeles.,"He *has performed* in numerous* packed stadiums *in the past*, supposedly.",2.9375
23,11,10,dead,Present Perfect,Incongruent,276,276,458,verb+1,3,7,deadPP,1804,Michael Jackson was an American singer. He died in Los Angeles.,"He *has performed* in numerous* packed stadiums *in the past*, supposedly.",2.9375
23,11,10,dead,Present Perfect,Incongruent,496,496,496,verb+2,4,7,deadPP,1804,Michael Jackson was an American singer. He died in Los Angeles.,"He *has performed* in numerous* packed stadiums *in the past*, supposedly.",2.9375
23,11,10,dead,Present Perfect,Incongruent,228,228,228,verb+3,5,7,deadPP,1804,Michael Jackson was an American singer. He died in Los Angeles.,"He *has performed* in numerous* packed stadiums *in the past*, supposedly.",2.9375
23,11,10,dead,Present Perfect,Incongruent,156,156,156,verb+4,6,7,deadPP,1804,Michael Jackson was an American singer. He died in Los Angeles.,"He *has performed* in numerous* packed stadiums *in the past*, supposedly.",2.9375
23,11,10,dead,Present Perfect,Incongruent,NA,NA,NA,end,7,7,deadPP,1804,Michael Jackson was an American singer. He died in Los Angeles.,"He *has performed* in numerous* packed stadiums *in the past*, supposedly.",2.9375
23,21,13,dead,Simple Future,Incongruent,NA,NA,NA,verb-1,1,1,deadSF,1306,Graham Chapman was a British actor. He died in Maidstone.,"He *will play* notable* roles *in the future*, so it's said.",2.9375
23,21,13,dead,Simple Future,Incongruent,271,271,271,verb,2,1,deadSF,1306,Graham Chapman was a British actor. He died in Maidstone.,"He *will play* notable* roles *in the future*, so it's said.",2.9375
23,21,13,dead,Simple Future,Incongruent,157,157,157,verb+1,3,1,deadSF,1306,Graham Chapman was a British actor. He died in Maidstone.,"He *will play* notable* roles *in the future*, so it's said.",2.9375
23,21,13,dead,Simple Future,Incongruent,113,113,113,verb+2,4,1,deadSF,1306,Graham Chapman was a British actor. He died in Maidstone.,"He *will play* notable* roles *in the future*, so it's said.",2.9375
23,21,13,dead,Simple Future,Incongruent,143,143,143,verb+3,5,1,deadSF,1306,Graham Chapman was a British actor. He died in Maidstone.,"He *will play* notable* roles *in the future*, so it's said.",2.9375
23,21,13,dead,Simple Future,Incongruent,441,441,441,verb+4,6,1,deadSF,1306,Graham Chapman was a British actor. He died in Maidstone.,"He *will play* notable* roles *in the future*, so it's said.",2.9375
23,21,13,dead,Simple Future,Incongruent,NA,NA,NA,end,7,1,deadSF,1306,Graham Chapman was a British actor. He died in Maidstone.,"He *will play* notable* roles *in the future*, so it's said.",2.9375
23,5,16,dead,Simple Future,Incongruent,118,118,118,verb-1,1,1,deadSF,1759,Marilyn Monroe was an American actor. She died in Los Angeles.,"She *will appear* in popular* classic films *in the future*, supposedly.",2.9375
23,5,16,dead,Simple Future,Incongruent,176,176,176,verb,2,1,deadSF,1759,Marilyn Monroe was an American actor. She died in Los Angeles.,"She *will appear* in popular* classic films *in the future*, supposedly.",2.9375
23,5,16,dead,Simple Future,Incongruent,232,232,232,verb+1,3,1,deadSF,1759,Marilyn Monroe was an American actor. She died in Los Angeles.,"She *will appear* in popular* classic films *in the future*, supposedly.",2.9375
23,5,16,dead,Simple Future,Incongruent,359,160,160,verb+2,4,1,deadSF,1759,Marilyn Monroe was an American actor. She died in Los Angeles.,"She *will appear* in popular* classic films *in the future*, supposedly.",2.9375
23,5,16,dead,Simple Future,Incongruent,155,155,354,verb+3,5,1,deadSF,1759,Marilyn Monroe was an American actor. She died in Los Angeles.,"She *will appear* in popular* classic films *in the future*, supposedly.",2.9375
23,5,16,dead,Simple Future,Incongruent,159,159,513,verb+4,6,1,deadSF,1759,Marilyn Monroe was an American actor. She died in Los Angeles.,"She *will appear* in popular* classic films *in the future*, supposedly.",2.9375
23,5,16,dead,Simple Future,Incongruent,NA,NA,NA,end,7,1,deadSF,1759,Marilyn Monroe was an American actor. She died in Los Angeles.,"She *will appear* in popular* classic films *in the future*, supposedly.",2.9375
23,51,18,dead,Present Perfect,Incongruent,NA,NA,NA,verb-1,1,1,deadPP,2811,Fred Astaire was an American actor. He died in Los Angeles.,"He *has starred* in critically acclaimed* musicals *in the past*, no doubt.",2.9375
23,51,18,dead,Present Perfect,Incongruent,679,679,679,verb,2,1,deadPP,2811,Fred Astaire was an American actor. He died in Los Angeles.,"He *has starred* in critically acclaimed* musicals *in the past*, no doubt.",2.9375
23,51,18,dead,Present Perfect,Incongruent,347,347,347,verb+1,3,1,deadPP,2811,Fred Astaire was an American actor. He died in Los Angeles.,"He *has starred* in critically acclaimed* musicals *in the past*, no doubt.",2.9375
