px_code,trial,item,lifetime,tense,congruence,region,region_text,gaze,rpd,tt,first_fix,reg_in,reg_out,rt_ms,rating,bio,critical
P295,190,79,dead,PP,-CON,verb-1,She,273,273,273,273,0,0,1995,7,Ingrid Bergman was a Swedish actor. She died in London.,"She has worked with well-known directors in the past, apparently."
P295,190,79,dead,PP,-CON,verb,has worked,295,295,295,295,0,0,1995,7,Ingrid Bergman was a Swedish actor. She died in London.,"She has worked with well-known directors in the past, apparently."
P295,190,79,dead,PP,-CON,verb+1,with well-known,154,154,154,154,0,0,1995,7,Ingrid Bergman was a Swedish actor. She died in London.,"She has worked with well-known directors in the past, apparently."
P295,190,79,dead,PP,-CON,verb+2,directors,250,250,250,250,0,0,1995,7,Ingrid Bergman was a Swedish actor. She died in London.,"She has worked with well-known directors in the past, apparently."
P295,190,79,dead,PP,-CON,verb+3,in the past,152,152,152,152,0,0,1995,7,Ingrid Bergman was a Swedish actor. She died in London.,"She has worked with well-known directors in the past, apparently."
P295,190,79,dead,PP,-CON,verb+4,apparently.,691,691,691,230,0,0,1995,7,Ingrid Bergman was a Swedish actor. She died in London.,"She has worked with well-known directors in the past, apparently."
P295,192,48,living,PP,+CON,verb-1,She,186,186,186,186,0,0,1736,4,Kim Kardashian is an American personality. She lives in Los Angeles.,"She has sold popular perfumes in the past, no doubt."
P295,192,48,living,PP,+CON,verb,has sold,306,306,306,306,0,0,1736,4,Kim Kardashian is an American personality. She lives in Los Angeles.,"She has sold popular perfumes in the past, no doubt."
P295,192,48,living,PP,+CON,verb+1,popular,NA,NA,NA,0,0,0,1736,4,Kim Kardashian is an American personality. She lives in Los Angeles.,"She has sold popular perfumes in the past, no doubt."
P295,192,48,living,PP,+CON,verb+2,perfumes,300,300,300,300,0,0,1736,4,Kim Kardashian is an American personality. She lives in Los Angeles.,"She has sold popular perfumes in the past, no doubt."
P295,192,48,living,PP,+CON,verb+3,in the past,215,215,215,215,0,0,1736,4,Kim Kardashian is an American personality. She lives in Los Angeles.,"She has sold popular perfumes in the past, no doubt."
P295,192,48,living,PP,+CON,verb+4,no doubt.,579,579,579,180,0,0,1736,4,Kim Kardashian is an American personality. She lives in Los Angeles.,"She has sold popular perfumes in the past, no doubt."
P295,195,41,dead,SF,-CON,verb-1,He,NA,NA,NA,0,0,0,1697,1,Steve Jobs was an American thinker. He died in California.,"He will sell critically acclaimed computers in the future, no doubt."
P295,195,41,dead,SF,-CON,verb,will sell,323,323,323,186,0,0,1697,1,Steve Jobs was an American thinker. He died in California.,"He will sell critically acclaimed computers in the future, no doubt."
P295,195,41,dead,SF,-CON,verb+1,critically acclaimed,578,578,578,383,0,0,1697,1,Steve Jobs was an American thinker. He died in California.,"He will sell critically acclaimed computers in the future, no doubt."
P295,195,41,dead,SF,-CON,verb+2,computers,173,173,173,173,0,0,1697,1,Steve Jobs was an American thinker. He died in California.,"He will sell critically acclaimed computers in the future, no doubt."
P295,195,41,dead,SF,-CON,verb+3,in the future,235,235,235,235,0,0,1697,1,Steve Jobs was an American thinker. He died in California.,"He will sell critically acclaimed computers in the future, no doubt."
P295,195,41,dead,SF,-CON,verb+4,no doubt.,224,224,224,224,0,0,1697,1,Steve Jobs was an American thinker. He died in California.,"He will sell critically acclaimed computers in the future, no doubt."
P295,198,12,living,PP,+CON,verb-1,He,NA,NA,NA,0,0,0,2362,6,Daniel Radcliffe is an English actor. He lives in New York.,"He has performed in well-received teen cult classics in the past, supposedly."
P295,198,12,living,PP,+CON,verb,has performed,719,719,719,211,0,0,2362,6,Daniel Radcliffe is an English actor. He lives in New York.,"He has performed in well-received teen cult classics in the past, supposedly."
P295,198,12,living,PP,+CON,verb+1,in well-received,348,348,348,186,0,0,2362,6,Daniel Radcliffe is an English actor. He lives in New York.,"He has performed in well-received teen cult classics in the past, supposedly."
P295,198,12,living,PP,+CON,verb+2,teen cult classics,611,611,611,301,0,0,2362,6,Daniel Radcliffe is an English actor. He lives in New York.,"He has performed in well-received teen cult classics in the past, supposedly."
P295,198,12,living,PP,+CON,verb+3,in the past,237,237,237,237,0,0,2362,6,Daniel Radcliffe is an English actor. He lives in New York.,"He has performed in well-received teen cult classics in the past, supposedly."
P295,198,12,living,PP,+CON,verb+4,supposedly.,233,233,233,233,0,0,2362,6,Daniel Radcliffe is an English actor. He lives in New York.,"He has performed in well-received teen cult classics in the past, supposedly."
P295,200,1,dead,SF,-CON,verb-1,He,NA,NA,NA,0,0,0,1401,1,Gene Kelly was an American actor. He died in Beverly Hills.,"He will appear in numerous blockbusters in the future, supposedly."
P295,200,1,dead,SF,-CON,verb,will appear,314,314,314,133,0,0,1401,1,Gene Kelly was an American actor. He died in Beverly Hills.,"He will appear in numerous blockbusters in the future, supposedly."
P295,200,1,dead,SF,-CON,verb+1,in numerous,196,196,196,196,0,0,1401,1,Gene Kelly was an American actor. He died in Beverly Hills.,"He will appear in numerous blockbusters in the future, supposedly."
P295,200,1,dead,SF,-CON,verb+2,blockbusters,238,238,238,238,0,0,1401,1,Gene Kelly was an American actor. He died in Beverly Hills.,"He will appear in numerous blockbusters in the future, supposedly."
P295,200,1,dead,SF,-CON,verb+3,in the future,207,207,207,207,0,0,1401,1,Gene Kelly was an American actor. He died in Beverly Hills.,"He will appear in numerous blockbusters in the future, supposedly."
P295,200,1,dead,SF,-CON,verb+4,supposedly.,283,283,283,283,0,0,1401,1,Gene Kelly was an American actor. He died in Beverly Hills.,"He will appear in numerous blockbusters in the future, supposedly."
P295,203,23,dead,PP,-CON,verb-1,She,NA,NA,NA,0,0,0,1756,7,Janis Joplin was an American singer. She died in Los Angeles.,"She has played in numerous packed arenas in the past, so it's said."
P295,203,23,dead,PP,-CON,verb,has played,300,300,300,168,0,0,1756,7,Janis Joplin was an American singer. She died in Los Angeles.,"She has played in numerous packed arenas in the past, so it's said."
P295,203,23,dead,PP,-CON,verb+1,in numerous,253,253,253,253,0,0,1756,7,Janis Joplin was an American singer. She died in Los Angeles.,"She has played in numerous packed arenas in the past, so it's said."
P295,203,23,dead,PP,-CON,verb+2,packed arenas,408,408,408,161,0,0,1756,7,Janis Joplin was an American singer. She died in Los Angeles.,"She has played in numerous packed arenas in the past, so it's said."
P295,203,23,dead,PP,-CON,verb+3,in the past,NA,NA,NA,0,0,0,1756,7,Janis Joplin was an American singer. She died in Los Angeles.,"She has played in numerous packed arenas in the past, so it's said."
P295,203,23,dead,PP,-CON,verb+4,so it's said.,605,605,605,213,0,0,1756,7,Janis Joplin was an American singer. She died in Los Angeles.,"She has played in numerous packed arenas in the past, so it's said."
P295,205,7,dead,PP,-CON,verb-1,He,NA,NA,NA,0,0,0,2192,7,Gregory Peck was an American actor. He died in Los Angeles.,"He has appeared in prominent romantic comedies in the past, supposedly."
P295,205,7,dead,PP,-CON,verb,has appeared,607,607,607,165,0,0,2192,7,Gregory Peck was an American actor. He died in Los Angeles.,"He has appeared in prominent romantic comedies in the past, supposedly."
P295,205,7,dead,PP,-CON,verb+1,in prominent,295,295,295,295,0,0,2192,7,Gregory Peck was an American actor. He died in Los Angeles.,"He has appeared in prominent romantic comedies in the past, supposedly."
P295,205,7,dead,PP,-CON,verb+2,romantic comedies,404,404,404,241,0,0,2192,7,Gregory Peck was an American actor. He died in Los Angeles.,"He has appeared in prominent romantic comedies in the past, supposedly."
P295,205,7,dead,PP,-CON,verb+3,in the past,569,569,569,569,0,0,2192,7,Gregory Peck was an American actor. He died in Los Angeles.,"He has appeared in prominent romantic comedies in the past, supposedly."
P295,205,7,dead,PP,-CON,verb+4,supposedly.,NA,NA,NA,0,0,0,2192,7,Gregory Peck was an American actor. He died in Los Angeles.,"He has appeared in prominent romantic comedies in the past, supposedly."
P295,208,2,living,SF,+CON,verb-1,He,NA,NA,NA,0,0,0,1520,6,Justin Trudeau is a Canadian politician. He lives in Ottawa.,"He will appear in prominent political debates in the future, supposedly."
P295,208,2,living,SF,+CON,verb,will appear,344,344,344,213,0,0,1520,6,Justin Trudeau is a Canadian politician. He lives in Ottawa.,"He will appear in prominent political debates in the future, supposedly."
P295,208,2,living,SF,+CON,verb+1,in prominent,218,218,218,218,0,0,1520,6,Justin Trudeau is a Canadian politician. He lives in Ottawa.,"He will appear in prominent political debates in the future, supposedly."
P295,208,2,living,SF,+CON,verb+2,political debates,383,383,383,192,0,0,1520,6,Justin Trudeau is a Canadian politician. He lives in Ottawa.,"He will appear in prominent political debates in the future, supposedly."
P295,208,2,living,SF,+CON,verb+3,in the future,190,190,190,190,0,0,1520,6,Justin Trudeau is a Canadian politician. He lives in Ottawa.,"He will appear in prominent political debates in the future, supposedly."
P295,208,2,living,SF,+CON,verb+4,supposedly.,203,203,203,203,0,0,1520,6,Justin Trudeau is a Canadian politician. He lives in Ottawa.,"He will appear in prominent political debates in the future, supposedly."
P892,3,76,living,PP,+CON,verb-1,He,135,135,300,135,1,0,8059,6,Berlusconi is an Italian politician. He lives in Arcore.,"He has worked with important world leaders in the past, apparently."
P892,3,76,living,PP,+CON,verb,has worked,535,535,768,122,0,0,8059,6,Berlusconi is an Italian politician. He lives in Arcore.,"He has worked with important world leaders in the past, apparently."
P892,3,76,living,PP,+CON,verb+1,with important,518,518,980,144,1,0,8059,6,Berlusconi is an Italian politician. He lives in Arcore.,"He has worked with important world leaders in the past, apparently."
P892,3,76,living,PP,+CON,verb+2,world leaders,1029,1029,1398,244,0,0,8059,6,Berlusconi is an Italian politician. He lives in Arcore.,"He has worked with important world leaders in the past, apparently."
P892,3,76,living,PP,+CON,verb+3,in the past,320,320,1756,178,1,0,8059,6,Berlusconi is an Italian politician. He lives in Arcore.,"He has worked with important world leaders in the past, apparently."
P892,3,76,living,PP,+CON,verb+4,apparently.,836,4283,1618,248,0,1,8059,6,Berlusconi is an Italian politician. He lives in Arcore.,"He has worked with important world leaders in the past, apparently."
P892,5,15,dead,PP,-CON,verb-1,She,161,161,161,161,0,0,4647,7,Kathryn Hepburn was an American actor. She died in Connecticut.,"She has performed in critically acclaimed Hollywood productions in the past, supposedly."
P892,5,15,dead,PP,-CON,verb,has performed,809,809,1147,347,1,0,4647,7,Kathryn Hepburn was an American actor. She died in Connecticut.,"She has performed in critically acclaimed Hollywood productions in the past, supposedly."
P892,5,15,dead,PP,-CON,verb+1,in critically acclaimed,472,1297,1328,254,1,1,4647,7,Kathryn Hepburn was an American actor. She died in Connecticut.,"She has performed in critically acclaimed Hollywood productions in the past, supposedly."
P892,5,15,dead,PP,-CON,verb+2,Hollywood productions,223,223,223,223,0,0,4647,7,Kathryn Hepburn was an American actor. She died in Connecticut.,"She has performed in critically acclaimed Hollywood productions in the past, supposedly."
P892,5,15,dead,PP,-CON,verb+3,in the past,308,308,308,154,0,0,4647,7,Kathryn Hepburn was an American actor. She died in Connecticut.,"She has performed in critically acclaimed Hollywood productions in the past, supposedly."
P892,5,15,dead,PP,-CON,verb+4,supposedly.,NA,NA,NA,0,0,0,4647,7,Kathryn Hepburn was an American actor. She died in Connecticut.,"She has performed in critically acclaimed Hollywood productions in the past, supposedly."
P892,8,26,living,SF,+CON,verb-1,She,218,218,218,218,1,0,6038,6,Emily Blunt is a British actor. She lives in Los Angeles.,"She will receive well-deserved Oscar nominations in the future, so it's said."
P892,8,26,living,SF,+CON,verb,will receive,450,450,1082,312,1,0,6038,6,Emily Blunt is a British actor. She lives in Los Angeles.,"She will receive well-deserved Oscar nominations in the future, so it's said."
P892,8,26,living,SF,+CON,verb+1,well-deserved,259,1581,1526,259,1,1,6038,6,Emily Blunt is a British actor. She lives in Los Angeles.,"She will receive well-deserved Oscar nominations in the future, so it's said."
P892,8,26,living,SF,+CON,verb+2,Oscar nominations,371,371,1077,162,1,0,6038,6,Emily Blunt is a British actor. She lives in Los Angeles.,"She will receive well-deserved Oscar nominations in the future, so it's said."
P892,8,26,living,SF,+CON,verb+3,in the future,489,489,489,127,0,0,6038,6,Emily Blunt is a British actor. She lives in Los Angeles.,"She will receive well-deserved Oscar nominations in the future, so it's said."
P892,8,26,living,SF,+CON,verb+4,so it's said.,668,2472,971,195,0,1,6038,6,Emily Blunt is a British actor. She lives in Los Angeles.,"She will receive well-deserved Oscar nominations in the future, so it's said."
P892,10,47,dead,PP,-CON,verb-1,She,NA,NA,NA,0,0,0,5422,7,Aretha Franklin was an American singer. She died in Detroit.,"She has sold popular solo albums in the past, no doubt."
P892,10,47,dead,PP,-CON,verb,has sold,726,726,726,147,0,0,5422,7,Aretha Franklin was an American singer. She died in Detroit.,"She has sold popular solo albums in the past, no doubt."
P892,10,47,dead,PP,-CON,verb+1,popular,146,146,146,146,0,0,5422,7,Aretha Franklin was an American singer. She died in Detroit.,"She has sold popular solo albums in the past, no doubt."
P892,10,47,dead,PP,-CON,verb+2,solo albums,188,188,188,188,0,0,5422,7,Aretha Franklin was an American singer. She died in Detroit.,"She has sold popular solo albums in the past, no doubt."
P892,10,47,dead,PP,-CON,verb+3,in the past,445,445,889,183,1,0,5422,7,Aretha Franklin was an American singer. She died in Detroit.,"She has sold popular solo albums in the past, no doubt."
P892,10,47,dead,PP,-CON,verb+4,no doubt.,215,2089,1645,215,0,1,5422,7,Aretha Franklin was an American singer. She died in Detroit.,"She has sold popular solo albums in the past, no doubt."
P892,13,61,dead,SF,-CON,verb-1,She,NA,NA,NA,0,0,0,7218,5,Ava Gardner was an American actor. She died in London.,"She will win prestigious accolades in the future, apparently."
P892,13,61,dead,SF,-CON,verb,will win,538,538,1166,96,1,0,7218,5,Ava Gardner was an American actor. She died in London.,"She will win prestigious accolades in the future, apparently."
P892,13,61,dead,SF,-CON,verb+1,prestigious,299,299,944,299,1,0,7218,5,Ava Gardner was an American actor. She died in London.,"She will win prestigious accolades in the future, apparently."
P892,13,61,dead,SF,-CON,verb+2,accolades,283,593,804,283,0,1,7218,5,Ava Gardner was an American actor. She died in London.,"She will win prestigious accolades in the future, apparently."
P892,13,61,dead,SF,-CON,verb+3,in the future,285,1560,1716,120,0,1,7218,5,Ava Gardner was an American actor. She died in London.,"She will win prestigious accolades in the future, apparently."
P892,13,61,dead,SF,-CON,verb+4,apparently.,247,1887,247,247,0,1,7218,5,Ava Gardner was an American actor. She died in London.,"She will win prestigious accolades in the future, apparently."
P892,16,12,living,PP,+CON,verb-1,He,NA,NA,NA,0,0,0,4697,7,Daniel Radcliffe is an English actor. He lives in New York.,"He has performed in well-received teen cult classics in the past, supposedly."
P892,16,12,living,PP,+CON,verb,has performed,415,415,1014,147,1,0,4697,7,Daniel Radcliffe is an English actor. He lives in New York.,"He has performed in well-received teen cult classics in the past, supposedly."
P892,16,12,living,PP,+CON,verb+1,in well-received,689,689,1146,230,1,0,4697,7,Daniel Radcliffe is an English actor. He lives in New York.,"He has performed in well-received teen cult classics in the past, supposedly."
P892,16,12,living,PP,+CON,verb+2,teen cult classics,534,534,875,256,0,0,4697,7,Daniel Radcliffe is an English actor. He lives in New York.,"He has performed in well-received teen cult classics in the past, supposedly."
P892,16,12,living,PP,+CON,verb+3,in the past,213,1610,213,213,1,0,4697,7,Daniel Radcliffe is an English actor. He lives in New York.,"He has performed in well-received teen cult classics in the past, supposedly."
P892,16,12,living,PP,+CON,verb+4,supposedly.,294,1904,294,294,0,1,4697,7,Daniel Radcliffe is an English actor. He lives in New York.,"He has performed in well-received teen cult classics in the past, supposedly."
P892,18,59,dead,PP,-CON,verb-1,He,NA,NA,NA,0,0,0,2297,6,James Baldwin was an American author. He died in France.,"He has won prestigious literary awards in the past, no doubt."
P892,18,59,dead,PP,-CON,verb,has won,312,312,312,147,0,0,2297,6,James Baldwin was an American author. He died in France.,"He has won prestigious literary awards in the past, no doubt."
P892,18,59,dead,PP,-CON,verb+1,prestigious,153,153,153,153,0,0,2297,6,James Baldwin was an American author. He died in France.,"He has won prestigious literary awards in the past, no doubt."
P892,18,59,dead,PP,-CON,verb+2,literary awards,409,409,409,271,0,0,2297,6,James Baldwin was an American author. He died in France.,"He has won prestigious literary awards in the past, no doubt."
P892,18,59,dead,PP,-CON,verb+3,in the past,226,226,226,226,0,0,2297,6,James Baldwin was an American author. He died in France.,"He has won prestigious literary awards in the past, no doubt."
P892,18,59,dead,PP,-CON,verb+4,no doubt.,790,790,790,790,0,0,2297,6,James Baldwin was an American author. He died in France.,"He has won prestigious literary awards in the past, no doubt."
P892,21,25,dead,SF,-CON,verb-1,She,159,159,377,159,1,0,8654,3,Florence Griffith Joyner was an American athlete. She died in California.,"She will receive well-deserved Olympic Gold medals in the future, so it's said."
P892,21,25,dead,SF,-CON,verb,will receive,305,305,1874,162,1,0,8654,3,Florence Griffith Joyner was an American athlete. She died in California.,"She will receive well-deserved Olympic Gold medals in the future, so it's said."
P892,21,25,dead,SF,-CON,verb+1,well-deserved,467,1301,1325,273,0,1,8654,3,Florence Griffith Joyner was an American athlete. She died in California.,"She will receive well-deserved Olympic Gold medals in the future, so it's said."
P892,21,25,dead,SF,-CON,verb+2,Olympic Gold medals,482,482,1759,169,1,0,8654,3,Florence Griffith Joyner was an American athlete. She died in California.,"She will receive well-deserved Olympic Gold medals in the future, so it's said."
P892,21,25,dead,SF,-CON,verb+3,in the future,166,166,415,166,0,0,8654,3,Florence Griffith Joyner was an American athlete. She died in California.,"She will receive well-deserved Olympic Gold medals in the future, so it's said."
P892,21,25,dead,SF,-CON,verb+4,so it's said.,343,4128,791,156,0,1,8654,3,Florence Griffith Joyner was an American athlete. She died in California.,"She will receive well-deserved Olympic Gold medals in the future, so it's said."
P892,23,41,dead,SF,-CON,verb-1,He,122,122,122,122,0,0,6945,1,Steve Jobs was an American thinker. He died in California.,"He will sell critically acclaimed computers in the future, no doubt."
P892,23,41,dead,SF,-CON,verb,will sell,159,159,2101,159,1,0,6945,1,Steve Jobs was an American thinker. He died in California.,"He will sell critically acclaimed computers in the future, no doubt."
P892,23,41,dead,SF,-CON,verb+1,critically acclaimed,145,897,1423,145,1,1,6945,1,Steve Jobs was an American thinker. He died in California.,"He will sell critically acclaimed computers in the future, no doubt."
P892,23,41,dead,SF,-CON,verb+2,computers,239,239,538,239,1,0,6945,1,Steve Jobs was an American thinker. He died in California.,"He will sell critically acclaimed computers in the future, no doubt."
P892,23,41,dead,SF,-CON,verb+3,in the future,240,708,409,240,0,1,6945,1,Steve Jobs was an American thinker. He died in California.,"He will sell critically acclaimed computers in the future, no doubt."
P892,23,41,dead,SF,-CON,verb+4,no doubt.,447,2915,447,190,0,1,6945,1,Steve Jobs was an American thinker. He died in California.,"He will sell critically acclaimed computers in the future, no doubt."
P892,26,78,living,SF,+CON,verb-1,She,NA,NA,NA,0,0,0,3708,7,Keira Knightley is a British actor. She lives in London.,"She will work with important famous actors in the future, apparently."
P892,26,78,living,SF,+CON,verb,will work,525,525,867,140,1,0,3708,7,Keira Knightley is a British actor. She lives in London.,"She will work with important famous actors in the future, apparently."
P892,26,78,living,SF,+CON,verb+1,with important,311,311,311,311,0,0,3708,7,Keira Knightley is a British actor. She lives in London.,"She will work with important famous actors in the future, apparently."
P892,26,78,living,SF,+CON,verb+2,famous actors,236,236,667,236,1,0,3708,7,Keira Knightley is a British actor. She lives in London.,"She will work with important famous actors in the future, apparently."
P892,26,78,living,SF,+CON,verb+3,in the future,181,181,653,181,1,0,3708,7,Keira Knightley is a British actor. She lives in London.,"She will work with important famous actors in the future, apparently."
P892,26,78,living,SF,+CON,verb+4,apparently.,168,1749,504,168,0,1,3708,7,Keira Knightley is a British actor. She lives in London.,"She will work with important famous actors in the future, apparently."
P892,29,29,dead,SF,-CON,verb-1,He,142,142,142,142,0,0,2605,2,Marlon Brando was an American actor. He died in Los Angeles.,"He will receive prestigious acting awards in the future, so it's said."
P892,29,29,dead,SF,-CON,verb,will receive,219,219,219,219,0,0,2605,2,Marlon Brando was an American actor. He died in Los Angeles.,"He will receive prestigious acting awards in the future, so it's said."
P892,29,29,dead,SF,-CON,verb+1,prestigious,429,429,429,135,0,0,2605,2,Marlon Brando was an American actor. He died in Los Angeles.,"He will receive prestigious acting awards in the future, so it's said."
P892,29,29,dead,SF,-CON,verb+2,acting awards,247,247,437,247,1,0,2605,2,Marlon Brando was an American actor. He died in Los Angeles.,"He will receive prestigious acting awards in the future, so it's said."
P892,29,29,dead,SF,-CON,verb+3,in the future,385,385,385,153,0,0,2605,2,Marlon Brando was an American actor. He died in Los Angeles.,"He will receive prestigious acting awards in the future, so it's said."
P892,29,29,dead,SF,-CON,verb+4,so it's said.,402,592,402,402,0,1,2605,2,Marlon Brando was an American actor. He died in Los Angeles.,"He will receive prestigious acting awards in the future, so it's said."
P892,31,63,dead,PP,-CON,verb-1,She,115,115,293,115,1,0,6989,6,Margaret Thatcher was a British politician. She died in London.,"She has won well-deserved re-elections in the past, apparently."
P892,31,63,dead,PP,-CON,verb,has won,168,283,1357,168,1,1,6989,6,Margaret Thatcher was a British politician. She died in London.,"She has won well-deserved re-elections in the past, apparently."
P892,31,63,dead,PP,-CON,verb+1,well-deserved,349,349,2152,200,1,0,6989,6,Margaret Thatcher was a British politician. She died in London.,"She has won well-deserved re-elections in the past, apparently."
P892,31,63,dead,PP,-CON,verb+2,re-elections,296,296,563,296,0,0,6989,6,Margaret Thatcher was a British politician. She died in London.,"She has won well-deserved re-elections in the past, apparently."
P892,31,63,dead,PP,-CON,verb+3,in the past,309,1508,1062,150,0,1,6989,6,Margaret Thatcher was a British politician. She died in London.,"She has won well-deserved re-elections in the past, apparently."
P892,31,63,dead,PP,-CON,verb+4,apparently.,331,3322,331,331,0,1,6989,6,Margaret Thatcher was a British politician. She died in London.,"She has won well-deserved re-elections in the past, apparently."
P892,34,30,living,SF,+CON,verb-1,He,NA,NA,NA,0,0,0,3492,5,Bruno Mars is an American singer. He lives in Los Angeles.,"He will receive prestigious music awards in the future, so it's said."
P892,34,30,living,SF,+CON,verb,will receive,291,291,898,123,1,0,3492,5,Bruno Mars is an American singer. He lives in Los Angeles.,"He will receive prestigious music awards in the future, so it's said."
P892,34,30,living,SF,+CON,verb+1,prestigious,390,390,659,244,0,0,3492,5,Bruno Mars is an American singer. He lives in Los Angeles.,"He will receive prestigious music awards in the future, so it's said."
P892,34,30,living,SF,+CON,verb+2,music awards,233,233,367,233,0,0,3492,5,Bruno Mars is an American singer. He lives in Los Angeles.,"He will receive prestigious music awards in the future, so it's said."
P892,34,30,living,SF,+CON,verb+3,in the future,449,449,449,299,0,0,3492,5,Bruno Mars is an American singer. He lives in Los Angeles.,"He will receive prestigious music awards in the future, so it's said."
P892,34,30,living,SF,+CON,verb+4,so it's said.,673,1683,673,491,0,1,3492,5,Bruno Mars is an American singer. He lives in Los Angeles.,"He will receive prestigious music awards in the future, so it's said."
P892,36,7,dead,PP,-CON,verb-1,He,NA,NA,NA,0,0,0,7258,3,Gregory Peck was an American actor. He died in Los Angeles.,"He has appeared in prominent romantic comedies in the past, supposedly."
P892,36,7,dead,PP,-CON,verb,has appeared,288,288,1260,136,1,0,7258,3,Gregory Peck was an American actor. He died in Los Angeles.,"He has appeared in prominent romantic comedies in the past, supposedly."
P892,36,7,dead,PP,-CON,verb+1,in prominent,153,1172,1930,153,1,1,7258,3,Gregory Peck was an American actor. He died in Los Angeles.,"He has appeared in prominent romantic comedies in the past, supposedly."
P892,36,7,dead,PP,-CON,verb+2,romantic comedies,279,1185,2439,279,0,1,7258,3,Gregory Peck was an American actor. He died in Los Angeles.,"He has appeared in prominent romantic comedies in the past, supposedly."
P892,36,7,dead,PP,-CON,verb+3,in the past,131,131,131,131,0,0,7258,3,Gregory Peck was an American actor. He died in Los Angeles.,"He has appeared in prominent romantic comedies in the past, supposedly."
P892,36,7,dead,PP,-CON,verb+4,supposedly.,450,3434,450,337,0,1,7258,3,Gregory Peck was an American actor. He died in Los Angeles.,"He has appeared in prominent romantic comedies in the past, supposedly."
P892,39,53,dead,SF,-CON,verb-1,He,NA,NA,NA,0,0,0,2509,1,Robin Williams was an American actor. He died in California.,"He will star in numerous stand-up specials in the future, no doubt."
P892,39,53,dead,SF,-CON,verb,will star,357,357,579,137,1,0,2509,1,Robin Williams was an American actor. He died in California.,"He will star in numerous stand-up specials in the future, no doubt."
P892,39,53,dead,SF,-CON,verb+1,in numerous,224,732,510,224,0,1,2509,1,Robin Williams was an American actor. He died in California.,"He will star in numerous stand-up specials in the future, no doubt."
P892,39,53,dead,SF,-CON,verb+2,stand-up specials,296,296,296,296,0,0,2509,1,Robin Williams was an American actor. He died in California.,"He will star in numerous stand-up specials in the future, no doubt."
P892,39,53,dead,SF,-CON,verb+3,in the future,416,416,416,285,0,0,2509,1,Robin Williams was an American actor. He died in California.,"He will star in numerous stand-up specials in the future, no doubt."
P892,39,53,dead,SF,-CON,verb+4,no doubt.,198,314,198,198,0,1,2509,1,Robin Williams was an American actor. He died in California.,"He will star in numerous stand-up specials in the future, no doubt."
P892,42,6,living,SF,+CON,verb-1,She,NA,NA,NA,0,0,0,2106,6,Queen Elizabeth II is a British royal. She lives in London.,"She will appear in prominent public events in the future, supposedly."
P892,42,6,living,SF,+CON,verb,will appear,358,358,358,212,0,0,2106,6,Queen Elizabeth II is a British royal. She lives in London.,"She will appear in prominent public events in the future, supposedly."
P892,42,6,living,SF,+CON,verb+1,in prominent,218,218,218,218,0,0,2106,6,Queen Elizabeth II is a British royal. She lives in London.,"She will appear in prominent public events in the future, supposedly."
P892,42,6,living,SF,+CON,verb+2,public events,467,467,720,316,1,0,2106,6,Queen Elizabeth II is a British royal. She lives in London.,"She will appear in prominent public events in the future, supposedly."
P892,42,6,living,SF,+CON,verb+3,in the future,201,201,201,201,0,0,2106,6,Queen Elizabeth II is a British royal. She lives in London.,"She will appear in prominent public events in the future, supposedly."
P892,42,6,living,SF,+CON,verb+4,supposedly.,260,513,260,260,0,1,2106,6,Queen Elizabeth II is a British royal. She lives in London.,"She will appear in prominent public events in the future, supposedly."
P892,44,14,living,SF,+CON,verb-1,She,155,155,443,155,1,0,4800,6,Kaley Cuoco is an American actor. She lives in Los Angeles.,"She will perform in well-received sitcoms in the future, supposedly."
P892,44,14,living,SF,+CON,verb,will perform,234,234,1319,234,1,0,4800,6,Kaley Cuoco is an American actor. She lives in Los Angeles.,"She will perform in well-received sitcoms in the future, supposedly."
P892,44,14,living,SF,+CON,verb+1,in well-received,656,656,1203,136,0,0,4800,6,Kaley Cuoco is an American actor. She lives in Los Angeles.,"She will perform in well-received sitcoms in the future, supposedly."
P892,44,14,living,SF,+CON,verb+2,sitcoms,143,143,367,143,0,0,4800,6,Kaley Cuoco is an American actor. She lives in Los Angeles.,"She will perform in well-received sitcoms in the future, supposedly."
P892,44,14,living,SF,+CON,verb+3,in the future,333,333,595,333,0,0,4800,6,Kaley Cuoco is an American actor. She lives in Los Angeles.,"She will perform in well-received sitcoms in the future, supposedly."
P892,44,14,living,SF,+CON,verb+4,supposedly.,86,2492,86,86,0,1,4800,6,Kaley Cuoco is an American actor. She lives in Los Angeles.,"She will perform in well-received sitcoms in the future, supposedly."
P892,47,48,living,PP,+CON,verb-1,She,118,118,118,118,1,0,1981,7,Kim Kardashian is an American personality. She lives in Los Angeles.,"She has sold popular perfumes in the past, no doubt."
P892,47,48,living,PP,+CON,verb,has sold,149,267,296,149,1,1,1981,7,Kim Kardashian is an American personality. She lives in Los Angeles.,"She has sold popular perfumes in the past, no doubt."
P892,47,48,living,PP,+CON,verb+1,popular,299,446,299,143,0,1,1981,7,Kim Kardashian is an American personality. She lives in Los Angeles.,"She has sold popular perfumes in the past, no doubt."
P892,47,48,living,PP,+CON,verb+2,perfumes,354,354,354,354,0,0,1981,7,Kim Kardashian is an American personality. She lives in Los Angeles.,"She has sold popular perfumes in the past, no doubt."
P892,47,48,living,PP,+CON,verb+3,in the past,160,160,160,160,0,0,1981,7,Kim Kardashian is an American personality. She lives in Los Angeles.,"She has sold popular perfumes in the past, no doubt."
